id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4qEHMJyER7OntYTtPsIT1W,11 RAZONES,63,213180,0,['Aitana'],['7eLcDZDYHXZCebtQmVFL25'],10/12/2020,55,0.874,5,-3.937,1,0.0508,0.00599,0,0.214,0.348,166.011,4
0JBDFmwpzyOBNO0IhQVypP,Rumble Under My Toes (feat. Kwak Pureunhaneul),44,234000,0,['HubbaBubbas'],['3gIJRdZc1tEYBYBM4C5dVt'],15/05/2020,63.5,0.384,2,-9.961,1,0.0344,0.449,0,0.209,0.474,140.036,4
2M3tSjTtZzFTpXAwYfSfPf,Pa Mi Ex (Freestyle),47,111984,0,['Jay Katana'],['6H8wAx4tVatfBivuB1ZSDZ'],14/02/2020,47.1,0.638,5,-7.876,1,0.231,0.457,0,0.13,0.581,77.55,5
2LjeUVxf9m9ugARNcTlbHT,6 months,63,217162,0,['John K'],['73eAAfRkS2Vi4hx68oTJJE'],12/11/2020,66.1,0.576,3,-6.058,1,0.0412,0.26,0,0.089,0.342,145.91,4
5ofAX1L6o8URHaZCNa71PS,<U+05DC><U+05D4><U+05EA><U+05E2><U+05D5><U+05E8><U+05E8>,40,209022,0,['Atar Mayner'],['1oTaLSazZlqH2azlemNZOm'],20/12/2020,77.3,0.638,7,-6.155,1,0.0374,0.206,0.00211,0.163,0.145,92.007,4
6tkGjy9COyQuVlQxtUv4Iw,Sempre,55,167609,0,['Emanuele Aloia'],['3vkFU3DBYyYBSUt323pj76'],18/02/2020,67.1,0.865,0,-3.379,1,0.0995,0.711,0,0.112,0.605,92.045,4
1kgwsfjRZQsySCXNyU8oRM,Röda himlar,51,225560,0,['Thomas Stenström'],['2DWNa2o3BbsIHeBq7Iu6E7'],24/04/2020,74.9,0.533,0,-9.636,1,0.128,0.653,0,0.107,0.791,140.008,4
1Hkb8MmSKLnCNDSqYiJ74P,Mergaite,34,235584,0,"['Vaidas Baumila', 'Mark Les']","['7AczdBjiNUjo4pxVVucvw1', '0tmr5IEFNFo4ogDHFKDWgU']",04/09/2020,54.4,0.636,9,-9.041,0,0.0418,0.0173,5.61E-06,0.171,0.318,99.922,4
6J2LdBN97cDWn0MLxYh9HB,July,84,156106,0,['Noah Cyrus'],['55fhWPvDiMpLnE4ZzNXZyW'],15/05/2020,70.8,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,4
283NIRno2srDoclKAPmk0F,El Favor,54,243984,0,['Las Pastillas del Abuelo'],['0D5U7oXEE4dut2DPyUDLca'],13/11/2020,37.7,0.664,0,-5.63,1,0.0465,0.309,0,0.15,0.427,75.191,4
0qM3Ll0jb8a7tA9MOIlNFo,Youth,60,210467,0,['Ásgeir'],['7xUZ4069zcyBM4Bn10NQ1c'],07/02/2020,57.3,0.638,9,-8.7,0,0.0265,0.356,0.122,0.125,0.397,109.96,4
0nd1tWz1bmTQ2ObCnZCLV9,Saigon,56,218667,1,['Guè Pequeno'],['7F2utINZ6tSokSiZTQBE27'],25/06/2020,69,0.719,2,-5.755,0,0.0837,0.0715,0,0.107,0.315,89.994,4
1HWZduZLTzLO3jB6pcSkKn,<U+041C><U+0435><U+043D><U+044F> <U+043D><U+0435> <U+0431><U+0443><U+0434><U+0435><U+0442>,51,253598,0,"['ANIKV', 'SALUKI']","['4uWhcZCwuPopf6JGvwsN2B', '07tFgedhta5b5WaF0Yj4bH']",13/03/2020,77.9,0.358,4,-12.819,0,0.0897,0.401,0.000388,0.115,0.297,106.998,4
5g0AAJ9jBSqs8xD0A0jVt0,Alles Is Gezegend - Edit,46,206206,0,"['Typhoon', 'Tourist LeMC', 'Brihang', 'Freez']","['6kBlEsdNeNW2qnmW56xDhx', '6mbdN4ACD50R8vBKGCfzsr', '05g1p6KAyYQ03SjqRiF756', '3Wg7xRNLUhziX8sgdRKEyg']",09/07/2020,45.5,0.478,0,-10.749,1,0.235,0.114,3.31E-05,0.195,0.588,173.613,4
12ZYXSzFJUSrFyO1u3Ylqx,Constant,53,190348,0,"['Jesse Barrera', 'Jeremy Passion']","['51KbY36mrjHRQwvSbel74l', '5Z8UTQtTYNu5o5FA66LFgv']",14/02/2020,66.8,0.427,9,-8.74,1,0.0271,0.492,1.44E-05,0.201,0.604,87.031,4
5HQfblxixTsQRTpqts6ULJ,Pokerface,50,201500,1,['Shooter Gang'],['7HAfa0zXzOgIEUdyxE08AO'],11/09/2020,50.6,0.772,1,-7.009,1,0.277,0.041,0,0.228,0.44,136.34,4
5GicfAM9t20Wo8UIA2IkVt,Fight Kulüp 2,61,437143,0,"['Killa Hakan', 'Massaka', 'Summer Cem', 'Contra', 'Khontkar', 'Anil Piyanci', 'Ceza']","['7HLErdUiPhh7mg5AxVEAX0', '4Fn5clYETVpCxnIcFSZhr9', '3drqpTL4sQOckmAfF9i1wg', '3tJELJoPZ4VTKmL0vppqLj', '1iJrQKRh5aJnp6cG5lpITr', '2u4xMsh0M2B7R8Wb3pEWae', '28Qbi9jTj2eej21P2mImZI']",23/10/2020,81,0.844,7,-5.677,1,0.235,0.293,0,0.136,0.486,126.051,4
0FKoeY4vThUSDa3UZkcoi3,Sensi,45,299567,1,"['Akim', 'Chamaco', 'Boza']","['2y0XUKKpAeeGyQ5ND7dTY3', '1xCbQhtV5c1Vc1I1n2jyv0', '2NfSBtmWe7oPw1EmetJVso']",21/08/2020,78.3,0.661,1,-8.873,0,0.122,0.182,2.18E-06,0.387,0.478,104.031,4
32cwuNVXC85MvbWtWZmEMc,<U+0410><U+0443><U+0442><U+0441><U+0430><U+0439><U+0434><U+0435><U+0440>,56,165298,1,['<U+0432><U+044B><U+0448><U+0435><U+043B> <U+043F><U+043E><U+043A><U+0443><U+0440><U+0438><U+0442><U+044C>'],['1YMUxFiaKsU85N9YolW0W9'],24/02/2020,83,0.417,8,-9.164,0,0.291,0.213,3.05E-06,0.266,0.648,151.025,4
0Hn5QyztsQH1iL8SCnJlJu,We Swarm - 2020 Remaster,26,352322,0,['The Glitch Mob'],['3a9qv6NLHnsVxJUtKOMHvD'],04/12/2020,66.8,0.737,7,-9.066,1,0.0496,0.00344,0.771,0.362,0.404,115.018,4
2GOnF9OwX7CSCHzinCr3VY,Neymar,55,211385,1,"['Light', 'Hawk']","['1UdbiTrv73Dp7F0s3OHmn2', '0vUcZVCNG7i5OV0zb8Icfw']",25/12/2020,84.2,0.694,7,-6.556,1,0.138,0.36,0,0.279,0.407,130.039,4
1d53xBpyruvMeU49kZOe93,"Saujana - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",21,340120,0,['Kla Project'],['14kOlzXpWXGqpmhb05NcyU'],06/08/2020,28.4,0.52,3,-9.463,0,0.0411,0.133,0,0.14,0.131,132.168,3
4JyPPRoW8y6mA3XA7gKvoL,"Intro To The Circle Game - Live at The 2nd Fret, Philadelphia, PA, 11/1966",17,232640,0,['Joni Mitchell'],['5hW4L92KnC6dX9t7tYM4Ve'],30/10/2020,56.5,0.153,10,-21.606,0,0.378,0.911,0,0.358,0.434,103.309,4
0R68upnpXmMg57DD9KGE0R,Uha Da Da (HAM fra Syd x Barber),45,142041,1,"['HAM fra Syd', 'Barber']","['142bVo1OspxTJbxwyawU5h', '1B97ikWJN700ok7BMo1tws']",02/10/2020,91.3,0.478,4,-10.82,0,0.273,0.158,0,0.128,0.52,97.915,4
5GyyPRvEwdI4wJSUbzxHQv,Blanche,68,193453,1,"['Maes', 'Booba']","['6L34dW6SKMSDaGIfYDU19j', '58wXmynHaAWI5hwlPZP3qL']",16/01/2020,77.6,0.713,4,-6.121,0,0.143,0.525,0,0.306,0.551,127.987,4
4R3ygVAvyQlUTVfYG01IeP,<U+05D1><U+05E1><U+05D5><U+05E3> <U+05EA><U+05DE><U+05D9><U+05D3> <U+05D7><U+05D5><U+05D6><U+05E8>,37,174130,0,['Itay Levi'],['6VdxGMRiiFQhI8F0FkuQZg'],24/09/2020,43,0.314,5,-6.51,1,0.0297,0.84,0,0.0685,0.263,91.625,3
0LUdGEOj20wBg5M9BHrFTl,GIRL LIKE ME,69,222523,1,"['Black Eyed Peas', 'Shakira']","['1yxSLGMDHlW21z4YXirZDS', '0EmeFodog0BfCgMzAIvKQp']",04/12/2020,96.5,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,4
4xTlom5tmNmAvQ1FCgtfyM,Gutterne,46,148439,0,"['Specktors', 'Nonsens']","['36Na2YYP8im6qQJBZu2fsa', '09GJU4jF4zhNfN72mTyMCi']",31/01/2020,89.2,0.756,1,-4.274,1,0.0976,0.0851,9.05E-06,0.334,0.741,123.989,4
3hPqLlx7T1fOnbzr8075wB,Vita Veloce Freestyle,58,97297,1,"['Guè Pequeno', 'Dj Harsh']","['7F2utINZ6tSokSiZTQBE27', '5BNE7AF1Sp5bWiqtXpekFq']",16/12/2020,67.3,0.844,3,-4.256,0,0.428,0.209,1.67E-06,0.106,0.504,185.181,4
3i0CZ8RoNRrNoNkHzm8UYQ,All My Sins (feat. syd hartha),50,171851,0,"['Sarah Barrios', 'syd hartha']","['0HJsX1aTdgG1VDIRDiseSJ', '3BQ7MYNeB0wMPtHYPWvu1C']",04/12/2020,68.7,0.537,0,-8.141,1,0.165,0.355,2.48E-05,0.224,0.486,92.977,4
5IoboXC8wTDcWdQDd77Kdp,Si Te Vas - Remix,40,267416,0,"['El Kid', 'Italian Somali', 'Tobe Love', 'El Zeta']","['2by0Tdl2jFXvgXSlPPos8i', '38VNGRG9Wz2FOBKAyA6HFv', '0ly0DLYQGEwWTIvWwU6Jxs', '24iSgjiesQ2bhUsHsav2uk']",30/07/2020,51.1,0.537,5,-7.51,1,0.299,0.585,0,0.0563,0.763,91.365,4
63H9EvG0JABQ1qTDdLBEnK,Banda,56,223448,0,['Szczyl'],['2L5NIiBRiidSecXHHTB1Hm'],24/06/2020,76.5,0.519,10,-10.809,0,0.484,0.355,0,0.0696,0.836,174.035,4
2S68WpmPi4gFg9pg78alRb,Barcelona,56,194049,0,"['Andra', 'Dony', 'Matteo']","['72FGvJgYbs0NBeJqECy6cF', '2vwh0HUGUXwQAha9E4NiI0', '31s5WlyPC6fwjO56yCwors']",22/10/2020,76.8,0.742,0,-3.544,0,0.047,0.196,0,0.736,0.659,94.987,4
5ZGtPvWhxiafNdvAEoM66v,Lockdown,35,157333,0,"['DENIS TEOFIKOV', 'Malkata']","['5QO5nSTzmwGYnTFsJb8Gq6', '12a4KgFut39rBB8WjeN2oL']",14/12/2020,71.4,0.839,11,-5.608,0,0.157,0.19,0,0.334,0.765,179.976,4
0qvoxfYodIfe14gaidhnsV,Andha Kanna Paathaakaa,66,194500,0,"['Anirudh Ravichander', 'Yuvan Shankar Raja']","['4zCH9qm4R2DADamUHMCa6O', '6AiX12wXdXFoGJ2vk8zBjy']",16/03/2020,74.7,0.86,6,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445,4
2DwbFtfC6sXBiVDPmju8Dd,Happy Anywhere (feat. Gwen Stefani),72,170173,0,"['Blake Shelton', 'Gwen Stefani']","['1UTPBmNbXNTittyMJrNkvw', '4yiQZ8tQPux8cPriYMWUFP']",24/07/2020,53.8,0.745,8,-5.774,1,0.0387,0.1,0,0.063,0.669,165.755,4
1xK1Gg9SxG8fy2Ya373oqb,Bandido,83,232853,0,"['Myke Towers', 'Juhn']","['7iK8PXO48WeuP03g8YR51W', '2LmcxBak1alK1bf7d1beTr']",10/12/2020,71.3,0.617,8,-4.637,1,0.0887,0.122,0,0.0962,0.682,168.021,4
6lSSdXZtqF4tFlmaQyV0ut,<U+05E6><U+05DE><U+05D0><U+05D4> <U+05DC><U+05D0><U+05D4><U+05D1><U+05D4>,52,207536,0,['Liran Danino'],['1DuDDXSYBMLr55q9lYmDEk'],20/10/2020,64.5,0.494,1,-7.887,1,0.0357,0.525,0,0.188,0.516,124.98,4
5ifarM7jfplX1EqkqMHlDq,ALYX (feat. Capo Plaza),64,183028,1,"['Lazza', 'Capo Plaza']","['0jdNdfi4vAuVi7a6cPDFBM', '5SulO4l40qDuV9zUGLZx7n']",16/07/2020,80.4,0.605,6,-6.338,0,0.157,0.248,0,0.109,0.665,127.991,4
2DWLUeRQ0poXTXF31WVAs6,Mariachi,58,174316,0,['Beny Jr'],['22dFwJoRBV51ue5TGnC7Dt'],24/07/2020,56.9,0.423,8,-8.362,1,0.187,0.83,0,0.0866,0.489,125.497,5
6nF5vqu0U26AVeFM3Vryoq,Nidoje,31,336765,0,['Baltasis Kiras'],['0s1dSEjjHtQyxxL2dUYWbz'],23/03/2020,65.8,0.176,0,-15.633,1,0.0301,0.494,0.119,0.0895,0.267,124.957,3
1sZXYpO5HGPVM5KI8d3wXo,Fuck System,51,220992,0,"['Kali', 'Major SPZ', 'Sarius', 'Kamelito', 'Intruz', 'Dawid Obserwator', 'Dedis']","['3txlfIcKCNrKk5bJw1er3R', '5iM4dDbBN6a4OqxKPuxgS6', '3sW41aChSc5bBow0Folc1S', '4bQVaGW3P8fUU9SY0JhjhD', '2FTm53gPBRcAedc1rIFYn8', '17TxUtKcfnsMuLJ7GF0gBC', '2fpZqYlKXdf4A7AFZbbji9']",11/12/2020,88.4,0.85,1,-4.3,1,0.284,0.0862,0,0.077,0.693,139.971,4
2v6EvuXgKWGeFK2HukTKT9,Volvemos a Caer,53,196309,0,"['La Combo Tortuga', 'Gonzalo Yañez']","['1wyjMJTy6WbOvYBSDL9fMR', '0IbRsXxQF51TMsTaVNfeqA']",25/12/2020,52.8,0.756,4,-4.292,1,0.0477,0.288,0,0.149,0.678,174.096,4
5m7q006cDfrTVY4m119aGa,Starting Anew,29,79334,0,['Gabsam'],['5u8YyINoQpuJ9pNsDjpaav'],22/11/2020,63.8,0.224,4,-21.324,0,0.098,0.955,0.906,0.0797,0.0345,159.975,4
1xnkJ7O4Sz7D6vxPyjZkQt,La Gente Ta' Loca - Remix,50,218487,0,"['Ceky Viciny', 'Bulin 47', 'El Mayor Clasico']","['5UopXhshFFqRIMfeZrBclq', '4J0m1OquRGY8HYHxMocXfy', '5sZ0LIk7BJLJquEUUt5rJj']",11/06/2020,67.7,0.735,11,-4.409,0,0.325,0.0622,0.000258,0.626,0.801,162.216,5
78ktSyM7US3zKdG7rcpDMh,Over and Out,53,69068,0,['Malevi'],['2YFxnjI11Y9zoVANMi7UXe'],17/07/2020,85.8,0.372,7,-12.25,0,0.0808,0.0597,0.848,0.0971,0.831,159.972,4
2E7X83kz4UKeqOTTQyibHl,Grand bain,61,207076,0,"['Dadju', 'Ninho']","['4sbXXFzEWJY2zsZjelerjX', '6Te49r3A6f5BiIgBRxH7FH']",18/06/2020,63,0.393,1,-10.762,1,0.183,0.88,0,0.0894,0.166,145.051,4
25rJp2UNyZWmBSoVDzjRss,Sold Out Dates,66,141579,1,['Duki'],['1bAftSH8umNcGZ0uyV7LMg'],22/09/2020,75.3,0.721,0,-6.407,1,0.0797,0.0725,3.98E-05,0.171,0.27,119.942,4
670fUmXf4KQekzbEgaXyPA,dorothea,71,225880,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],11/12/2020,60.5,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,4
1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),79,178994,0,"['Shawn Mendes', 'Justin Bieber']","['7n2wHs1TKAczGzO7Dd2rGr', '1uNFoZAHBGtllmzznpCI3s']",04/12/2020,64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,4
178iFQyGImdKhaD2PoVdnZ,Ben Elimi Sana Verdim,64,182248,1,['MERO'],['5wyWp867LWGjFmYZXVSFnZ'],30/10/2020,63.8,0.86,2,-5.761,1,0.199,0.0607,0.3,0.525,0.466,80.891,4
5mBWQ675Eb4j4fn6iuNnOe,Dime Bbsita,59,174197,0,"['Robledo', 'Alex Martini']","['5VyXOfvTQljStUXx1coETY', '5H18IK2f3v053mJ4t5at8w']",09/04/2020,81.3,0.544,5,-8.884,1,0.0577,0.0766,0,0.371,0.707,95.019,4
5jZQKuiGNtwrr7C8GFMVeL,Jacques Chirac,58,176733,1,['Lacrim'],['7DUTsWY3RBd64vh8UtgtYA'],15/10/2020,73.9,0.749,11,-6.641,0,0.426,0.0955,0,0.21,0.414,148.16,4
1Xg76rrdXgjYcg8sHRjr3W,Pinay Na Sobrang Fine,51,219850,0,['Kyle Zagado'],['3Ly8yKs8JYWtEURid2w3Mw'],07/01/2020,76.3,0.496,5,-7.022,0,0.0409,0.276,1.48E-06,0.0912,0.726,87.986,4
7vBvAgZizx6wvlVXMbvuf4,<U+3082><U+3046><U+3048><U+3048><U+308F>,58,301933,0,['Fujii Kaze'],['6bDWAcdtVR3WHz2xtiIPUi'],20/05/2020,62.4,0.585,9,-7.969,1,0.0593,0.43,0,0.357,0.296,81.956,4
5O1PunXKzWDDoXbc0jAi7M,Catch my Light,15,220627,0,['Ryuji Imaichi'],['70OLJdY31J0j1JgNcLsvSc'],01/07/2020,66.2,0.881,1,-3.26,1,0.0384,0.0431,6.02E-06,0.0617,0.702,110.962,4
6npz2LNhco8qYAloW7lTMS,Leyla & Mecnun,65,182545,0,"['Cem Belevi', 'Derya Ulug']","['5yhN4qXpv9cghmJglovvmg', '7A6T0nTpXnPXDUGM1yEjEj']",27/11/2020,77.3,0.776,9,-5.102,0,0.0432,0.0287,3.22E-06,0.237,0.619,111.975,4
2DMqXhMfSTj237KpRKVVo2,Placa Placa,41,146940,0,['El Robertxy'],['3CW0pkbyv88C6DG01WLXtH'],25/07/2020,93.1,0.897,6,-3.29,0,0.231,0.1,0.15,0.0925,0.664,116.99,4
7GUvguaB0Ltzva87xgSpVv,Billetes Verdes,64,140955,1,['Código FN'],['4A4qYy2jK9DDN1OHV0nLkH'],20/11/2020,79.6,0.74,8,-5.126,1,0.162,0.262,0,0.277,0.814,99.561,3
6l3av8pOsm2nCCIFgWekTn,Hareudang,54,321917,0,['Kalia Siska'],['70hsEvlt6YZPT97UIvzpEu'],16/05/2020,82.2,0.661,5,-5.434,0,0.0504,0.295,0.00068,0.0972,0.836,115.024,4
2JWwLOkaE3iBIzChCkMURC,Slobodna,53,176000,0,['Sima'],['7gQ6tkspAoOOoDaCuVcSwH'],13/12/2020,73.3,0.666,5,-6.926,0,0.103,0.759,0,0.0896,0.573,91.927,4
6HROjeieq7jkEfIthkd8M8,Wolt,41,339200,1,"['Tirpa', 'Krúbi', 'Giaj', 'AZA']","['0JKuWiUU9NSMX6aHa2hX6S', '6u7q0ZGK0oilVYx4kqIk3E', '2qtr4yL91shUToOIk0XTwj', '0qc8iWDHwRkMILIVDwpL5p']",11/12/2020,85.4,0.786,4,-7.476,1,0.234,0.0139,0,0.129,0.886,150.013,4
70Gg7ZAnrEzhcIB2zOiyVt,Amorcito Mio,67,203817,0,['Carin Leon'],['66ihevNkSYNzRAl44dx6jJ'],22/05/2020,46.9,0.223,0,-8.688,1,0.0367,0.546,0,0.308,0.401,87.227,5
4jAEuvVSGaMWG33ie3VxD8,Looking Back,33,127164,0,['Snorkels of Sanity'],['3pnK0y832QhmBmmUzdbgMw'],01/08/2020,61.1,0.535,8,-16.326,1,0.0334,0.00297,0.888,0.0988,0.853,134.058,4
2vnSWA8lzo8Jf9q7Yr2dLC,Broken Tape,44,60932,0,['Lil Naughty Mel'],['39A8BvolFElKVVSQ44c2su'],08/11/2020,85.1,0.319,11,-11.923,0,0.124,0.0271,0.813,0.104,0.474,94.791,4
5tv48i0u6LFg5axbkg96S6,Otra Vida,44,151167,0,['M-Chris'],['5iPVvACbD2WIYgv7xhqDFh'],12/10/2020,80.2,0.43,11,-12.112,1,0.218,0.541,1.12E-06,0.139,0.341,90.02,4
2fJ70dRX7J4jiVxKUQQp7C,DUMDi DUMDi,66,210640,0,['(G)I-DLE'],['2AfmfGFbe0A0WsTYm0SDTx'],03/08/2020,75.9,0.914,4,-1.072,1,0.0592,0.025,4.45E-06,0.076,0.674,123.047,4
7EjTKUE5HYHIecjIZIYIiW,Colpo Grosso,46,273548,1,"['SNIK', 'Guè Pequeno', 'Noizy', 'Capo Plaza']","['6wN4QyhoM6fN49kEB25rnl', '7F2utINZ6tSokSiZTQBE27', '2SabhGDiBSyaM6QSuBUVqB', '5SulO4l40qDuV9zUGLZx7n']",22/05/2020,61.1,0.834,6,-3.708,0,0.229,0.397,0,0.175,0.85,93.067,4
09DfRECzUwub5y6gP8qsgo,Opera,49,122776,0,['Duke Parker'],['1l9iBRaGY77s11PfCvz5QH'],30/12/2020,56.6,0.177,7,-22.552,1,0.0366,0.554,0.924,0.11,0.491,120.08,4
1s143RF2kStZ5oPUvILZul,Exhibicionista,39,89614,0,['Engel Crow'],['0PTR5ds2HDjeb0PIEHiiaL'],31/10/2020,82.6,0.968,1,-5.341,1,0.108,0.00676,0.00632,0.399,0.394,139.954,4
5zKG3eHDNhq2tAjruRnWeK,<U+041C><U+0430><U+0439><U+043A><U+0430> <U+043C><U+0443> <U+0441><U+0442><U+0430><U+0440><U+0430>,39,196000,0,['SkandaU'],['21Q5VJotowNOhkOD2x2Cti'],07/04/2020,80.8,0.526,11,-8.279,0,0.0657,0.0934,0,0.0868,0.111,103.979,4
2r4FPlaVXRdR2nSbUqcTgr,Yarinim Yok,56,181000,0,['Kaya Giray'],['35REohk9jOvZS11OhYJ6aD'],10/01/2020,70.1,0.668,9,-6.76,0,0.0591,0.325,0.0023,0.153,0.513,90.015,4
2EHmcprI7x6Nr4BL11MS3a,Year 3000,23,196387,0,['Busted'],['3Z6IRCo7umuk8K2XQy0ZDj'],03/07/2020,57,0.77,11,-8.431,1,0.0471,6.00E-04,0,0.0831,0.832,107.013,4
