id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6sIE2GmdLDX8L96IEKmDls,All We Have Is Now,42,262356,0,['Charmaine Fong'],['1DgBVE3lCnC7Osg9zpAt6N'],10/07/2020,62.9,0.663,1,-7.078,0,0.0281,0.471,0,0.158,0.648,97.958,4
1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),77,237918,1,"['Future', 'Drake']","['1RyvyyTE3xzB2ZywiAwp0i', '3TVXtAsR1Inumwj472S9r4']",15/05/2020,79.5,0.574,2,-6.903,0,0.487,0.067,0,0.15,0.537,142.053,4
4CdXSPryvRL6kmpFbs1qAR,<U+8907><U+5BEB> (More),45,186067,0,['Vast & Hazy'],['2O6Fn6smW8hJ5x9rOUDPJc'],04/12/2020,67.3,0.486,5,-6.837,0,0.0261,0.681,0.096,0.142,0.393,95.933,4
3hUxzQpSfdDqwM3ZTFQY0K,august,77,261923,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],24/07/2020,53.2,0.623,5,-9.208,1,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,4
1kcdmVA4NgAvb1tveTD6xx,Sta Patomata,40,189136,0,['Lena Zevgara'],['3LE41qCjcf1FeakeVX7OxB'],10/12/2020,59.6,0.604,4,-5.712,0,0.0586,0.423,0,0.0855,0.288,75.977,4
0HRnmcWxw0Aeu4VtQXg42j,Hangover,44,139702,1,['Ude Af Kontrol'],['2ZbyyCS8KLKsuoNlxc76Ev'],14/05/2020,86.5,0.867,6,-7.011,1,0.237,0.0962,0.000514,0.0909,0.574,134.068,4
4wz9be3iTHln8swogVIAwR,#THOTMILANODM,58,186000,1,"['Radical', 'Thelonious B.', 'Rosa Chemical']","['4k6hMjEI3XFfMcRLCa9yd3', '7rccKwEbDm4PjYBEZFEm3A', '5gYADZXuZoaJwrwfAPbKuH']",23/07/2020,83.9,0.698,9,-5.591,1,0.325,0.189,0,0.15,0.662,119.984,4
2gyEwWaXJH2rIRTVLOGAJW,Ji Mergina,32,199279,0,['Vilius'],['0UcbPyUj0eQErEriDa2nMo'],03/12/2020,56.6,0.436,10,-9.037,1,0.081,0.509,0,0.0853,0.329,185.852,3
5VqJVGzF8hfUb7eXGbzbqu,Tehke ruumi!,28,215547,0,['Trad.Attack!'],['4y7F4eXlLbqZ5IF9hxoxb5'],17/04/2020,60.5,0.805,11,-4.923,0,0.0367,0.0348,1.67E-05,0.0665,0.229,132.032,4
3vmEdpP9uCGAak2Mx5H5Ol,Pa Los Gustos Los Colores (Remix),62,318600,0,"['Javiielo', 'Brytiago', 'KHEA', 'Omy de Oro', 'Nekxum']","['3HH6yOn1yJNZo3RY5zEfy5', '00XhexlJEXQstHimpZN910', '4m6ubhNsdwF4psNf3R8kwR', '65jIUih0ZeTUJhSTRuYxpi', '4gZwJrNP5NG3KGS2dRcS5c']",02/10/2020,73.2,0.75,9,-4.704,1,0.189,0.361,0,0.258,0.442,160.058,4
5TtFAmdGW48ebOkoZ6YSxn,Lost,59,241379,0,['Culture Shock'],['6lp2VnIRXXpC9Wz7hSX6RE'],11/12/2020,54.2,0.947,8,-1.946,0,0.0634,0.0711,0.0157,0.641,0.457,173.979,4
40NEzaZf0YyrxCbD7PPeop,El Rey De La Popola,51,187783,1,"['Rochy RD', 'Tokischa']","['4riOEaOW5hCeqomFDBk0aP', '2p4aN0Uxkk3iT3HK0cJ2cJ']",07/12/2020,91.5,0.819,0,-5.145,0,0.16,0.0649,0.0266,0.0483,0.767,106.014,4
3c39RLhnaw269QgsKnhFng,Enfants terribles,69,181773,1,"['Landy', 'Ninho']","['2EFpb61Lpi0l5ldOiqbZkK', '6Te49r3A6f5BiIgBRxH7FH']",18/12/2020,84.6,0.559,2,-7.725,0,0.365,0.534,0,0.131,0.668,129.956,4
5dKlbv9CJjO5tC1jFQgZeH,Jee Karr Daa,55,198710,0,['Harrdy Sandhu'],['4ITkqBlf5eoVCOFwsJCnqo'],06/03/2020,79.4,0.757,4,-4.638,0,0.148,0.323,0,0.104,0.403,92.958,4
7kxvn9nO0j9g0M8LfEciWu,Visa dina tuttar,55,144039,1,['Nikotinhora'],['2DtpGpXxwiS2CZ10a09fp6'],26/05/2020,81,0.402,6,-17.178,1,0.12,0.691,0.000453,0.166,0.694,159.97,4
3zIhQR5cyxpVn8WpEivBCr,Punya Paap,59,180558,0,['DIVINE'],['4Ai0pGz6GhQavjzaRhPTvz'],03/12/2020,78.1,0.488,1,-9.138,1,0.317,0.0515,9.68E-06,0.1,0.449,139.899,4
0VhCoaPF2pVvwYbQewu2zi,Lifestyle,51,168000,1,"['Trill Pem', 'Wac Toja']","['0x4xJCGDyTlKr47RF2WXzu', '5AmZdY72O0NVE0XxWdMfxv']",29/12/2020,75.2,0.676,0,-5.468,1,0.146,0.067,0,0.136,0.402,160.063,4
3gHFHI3hzsElvxHabe0onO,"Laguku - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",12,348680,0,['Kla Project'],['14kOlzXpWXGqpmhb05NcyU'],06/08/2020,55.9,0.83,11,-6.499,1,0.0526,0.00927,0,0.851,0.523,118.024,4
3quis1aFmQ0tlDbbq3RPOx,Hvis verden,61,223720,0,"['Chris Holsten', 'Frida Ånnevik']","['63Dir7MyAhpGcHU3rOh3uF', '0SlejFsyHq7i1ZgWoRWdH2']",15/05/2020,54.7,0.24,11,-12.071,1,0.0869,0.858,0,0.0938,0.24,143.085,4
3uIl1Dd6ghzfaDHEkyyjgc,Mernic,39,154076,1,['Nane'],['1QexdJFYGyxdBlEpDSy0d4'],22/10/2020,73.4,0.663,1,-7.252,0,0.112,0.184,2.27E-06,0.108,0.537,144.973,4
6HibhGOvkFN74gWRTr6w2i,Say So - Japanese Version,68,242327,0,['Rainych'],['3dTzeO0QCd86cXSgQ04Y3r'],31/03/2020,73.2,0.668,2,-6.768,1,0.0443,0.775,5.49E-06,0.223,0.705,111.003,4
5IONrCRMaQomlgoKpIoI8O,Ge upp igen,70,170227,0,"['Miriam Bryant', 'Yasin']","['2zd9YxlsQvA5mkZ1NarYVQ', '6rYEqmajzlhGVaayOJ2bpJ']",13/11/2020,57.1,0.694,5,-5.697,0,0.165,0.839,2.18E-05,0.165,0.785,97.138,4
1aYCO1g5B1Jrg3kz6TXL3o,Te Equivocaste,65,275684,0,"['El Mimoso Luis Antonio López', 'Grupo Firme', 'Luis Angel ""El Flaco""', 'Grupo Codiciado', 'Luis Alfonso Partida El Yaki']","['7AUgYiThuW80zSOwY7Ub2g', '1dKdetem2xEmjgvyymzytS', '4kJ2OBSNasUA4yOT5NCfCl', '4aWhlVjiUjYHpVWBPP8AFc', '5l6N2hoIaP7snXdjnCULvk']",24/11/2020,45.7,0.606,10,-2.79,0,0.0485,0.142,0,0.396,0.519,80.666,4
5J7teKIJGtqVypgYI6sqXj,Una Vez,79,232496,1,"['Bad Bunny', 'Mora']","['4q3ewBCX7sLwd24euuV69X', '0Q8NcsJwoCbZOHHW63su5S']",28/02/2020,55,0.598,11,-5.402,0,0.0831,0.132,2.58E-06,0.0955,0.543,83.836,4
7DcgzLe6JYdVETFDv6KBEH,Pa Que Me Recuerdes,52,180667,0,['Andy Rivera'],['7hIqJfRYGBWWT1Qxu6Cpd2'],09/10/2020,83.8,0.695,10,-4.804,1,0.105,0.326,0,0.121,0.605,90.048,4
0eze4LIMF6JZeXZBXFeqqf,Düserken,61,196924,1,['Keisan'],['5Pd3tsRa9fj2Q3JPQ0tYEv'],31/07/2020,80.7,0.609,3,-7.749,0,0.0824,0.496,2.21E-06,0.124,0.114,115.998,4
7i628ClWCTuc3WIUxJ7lAQ,All Your Ships have Sailed,42,258360,0,['Troy Kingi'],['5B3LZw3NTEg074irKeEAom'],11/09/2020,71.9,0.599,7,-8.174,0,0.0524,0.458,5.71E-05,0.355,0.874,92.021,4
7D93pJcwymzaZx8WgBo2zG,Algo Mágico,72,261603,0,['Rauw Alejandro'],['1mcTU81TzQhprhouKaTkpq'],13/11/2020,69.9,0.612,11,-4.355,1,0.0667,0.757,0,0.161,0.591,100.005,4
4rAXvF3Bh1MZlHAVsmI890,BABY,60,152764,0,['Madame'],['1vgQksyJ0IVz8y9XerEOy3'],28/02/2020,80.7,0.864,10,-5.854,0,0.114,0.127,0.00711,0.094,0.331,122.116,4
1nLmTIGzbm7OKaZo17cDoC,Testvérem,39,193333,0,['Pamkutya'],['1VuCKCfnGqboppigH0s2Jr'],28/02/2020,82.4,0.702,5,-4.902,0,0.0583,0.0981,0,0.0728,0.266,108.052,4
2YdXecjfECHt5P7bv8XVA6,Klär av dig,58,202887,0,['Victor Leksell'],['6RJXSfbIkEMoCJ8GAg2dVO'],17/06/2020,76.8,0.402,1,-11.574,1,0.0442,0.411,7.82E-05,0.111,0.481,96.941,4
6fGyrAxqgdvhzcOKlMQq5s,Illuminati - Remix,72,290667,0,"['Kiddtetoon', 'Diego Smith', 'Ozuna']","['2zfwez4uxbP8NcFy3kaNLF', '60d7XKY1qqY5cPnXOCVvo6', '1i8SpTcr7yvPOmcqrbnVXY']",05/11/2020,89.2,0.531,0,-8.311,1,0.182,0.06,0,0.0996,0.501,89.995,4
3MPFuEXwjdrR7yKua2wrUL,<U+041E><U+043A><U+0435><U+0439>,64,159907,0,['Tima Belorusskih'],['0bOSNnz9bGAUlV3OJ3rnQW'],09/09/2020,79.2,0.441,2,-7.005,1,0.331,0.778,0,0.111,0.569,79.958,4
3DDVY43GyHcjQ7MYdYg5Wy,OVERDOSE,23,245227,0,['Hiroomi Tosaka'],['4lsSLCTKrmfULsRivqAShx'],01/07/2020,49.7,0.73,1,-4.561,0,0.0573,0.591,1.34E-06,0.19,0.496,153.03,4
5YD3gRdQEI1sS07ABiNQPv,Lovesong,47,196000,1,['Sima'],['7gQ6tkspAoOOoDaCuVcSwH'],13/12/2020,57.2,0.564,10,-7.362,0,0.183,0.514,0,0.202,0.283,80.207,4
21K7JKqyQTja3y3SXLZlmp,Armonía,37,205080,0,['Brea Music'],['0A6Z1WAKcqou5690rMtiIG'],21/08/2020,31,0.147,2,-20.37,1,0.0323,0.933,0.779,0.125,0.0372,60.088,5
4Nsl4QUGw8Zm3VOd8LDgqb,Velik džem,37,120163,0,['Drejso'],['0I3vKuN9xwSD4bWWFpEiKc'],07/12/2020,26.1,0.459,5,-7.542,1,0.0333,0.978,4.22E-05,0.145,0.599,178.925,3
4FUMXnmaJwp6dEAdzbDuSR,The Time (Dirty Bit),41,307640,0,['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],30/10/2020,81.6,0.814,6,-7.798,0,0.0663,0.0661,2.76E-06,0.602,0.436,127.978,4
6L8M6liNZhP2SYN4K6TKSJ,I CAN'T STOP ME - English Ver.,50,205485,0,['TWICE'],['7n2Ycct7Beij7Dj7meI4X0'],16/12/2020,64.5,0.881,10,-3.459,0,0.107,0.173,0,0.427,0.76,149.959,4
6gcQJ6W4H89xkQFm63gcsB,Holy - Acoustic,65,205816,0,"['Justin Bieber', 'Chance the Rapper']","['1uNFoZAHBGtllmzznpCI3s', '1anyVhU62p31KFi8MEzkbf']",05/11/2020,53.2,0.566,6,-6.511,1,0.0467,0.706,0,0.161,0.576,79.927,4
0VMigv7BI8OpP6CRSkyKX6,Vastunna Vachestunna - Telugu,54,212000,0,"['Shreya Ghoshal', 'Amit Trivedi', 'Anurag Kulkarni']","['0oOet2f43PA68X5RxKobEy', '7HCqGPJcQTyGJ2yqntbuyr', '6LWyVEIBnx7MoRBhQxu9om']",10/03/2020,62.4,0.386,4,-10.502,0,0.0764,0.544,0.0047,0.118,0.269,180.166,4
5qAMsFqClevxs2nuZbReDW,Cuore Rotto,58,166726,1,['Noisys'],['6H5GGtS0sPeHTZjS5q70D7'],02/12/2020,68.6,0.538,6,-9.15,0,0.107,0.527,0,0.106,0.142,113.046,4
2Gc5ob0qOzs7bm3aOM80Kt,Laiaks Lüüa,32,163800,0,['Nublu'],['2cNMMulo6S2a0tHrwX2s6i'],27/07/2020,75.3,0.45,11,-9.925,1,0.209,0.609,0.0037,0.165,0.72,100.011,4
2TM1XdeCPHugLCyLDG0wut,<U+30C9><U+30EC><U+30DF><U+30BD><U+30E9><U+30B7><U+30C9>,50,305867,0,['Hinatazaka46'],['0eQSoTI7sQENREQM8Klp2j'],23/09/2020,70.2,0.968,10,-1.792,1,0.0969,0.702,0,0.368,0.733,133.021,4
6TmpRHZKmvGZoFs7XDXFjK,Cuckoo,46,193554,1,['Netta'],['4Z4afeDmHFxPmJorIwupbZ'],16/05/2020,65.2,0.564,0,-7.966,1,0.143,0.107,0.000138,0.431,0.389,173.982,4
0gJWKQi26xqhxz9AU4HREF,Lazy Bop,48,187972,1,['Miklo'],['1ehbJ6ob0exKXppmDcfhm8'],30/10/2020,80.9,0.701,11,-6.894,1,0.379,0.168,0,0.342,0.808,142.972,4
6jZRBkC7Pcv81gVwOdClHW,Dibi Ne Kadar,55,256776,0,['Evdeki Saat'],['0w92tV1EQp7sxly7UjGR4P'],16/10/2020,66,0.567,0,-12.08,1,0.041,0.00384,0.0437,0.0993,0.879,101.02,4
0ucNzMnCHEie4xsPApMytS,Området,50,262603,1,"['129', 'Siyabång', 'YEMZ', 'T Section', 'redz', 'Money Mitch']","['20Bh4yKL5m0TFTTVmGZ3Fy', '6Ry0CvCsPRp7Z9qewvxYBK', '79XWxalruIi96rUA4ecKyG', '6JQh39rF2lAj25dMHEXpoC', '5eQLUZnp30Cq4ZxkMsnSil', '725xSOA47ZQ5WxUAPaT5kB']",02/07/2020,80.7,0.593,0,-7.529,1,0.287,0.423,2.14E-06,0.121,0.761,142.029,4
2ckpS5tzKUVhJAAB6f9Xwk,"Il était une fois nous deux - À toi, Joe Dassin",58,215267,0,['Les Frangines'],['2sYOUJa6fNc4ke4Zo6EkZ4'],24/09/2020,76.5,0.645,10,-7.772,0,0.0319,0.53,0,0.0955,0.46,123.038,4
4NVHhia6yRB4RsRTlpzsz3,Penelope (feat. Clever),55,183702,0,"['william', 'Clever']","['1UdLtKAD4FbM7r2XCfAWAs', '5yy76ufVriyvidNSvXlRU1']",21/02/2020,79.4,0.668,9,-6.24,1,0.0366,0.0434,0,0.139,0.789,129.948,4
3IqcBL5yjJK3ri0TGaL3MC,less of you,65,206893,0,['keshi'],['3pc0bOVB5whxmD50W79wwO'],24/03/2020,56.3,0.678,7,-5.885,1,0.0495,0.544,1.34E-06,0.117,0.568,169.963,4
6DdSPAz2OfONDC9ZYtnuu3,Fading Like A Flower,56,192276,0,['Frida Öhrn'],['29QsRvznF9E1oeAZFrhTfq'],05/06/2020,58.9,0.584,0,-7.05,0,0.0534,0.0387,9.07E-06,0.189,0.527,114.016,4
4ef665KqgZWRooxhSwtQtH,Yessir,62,172389,1,"['¥ellow Bucks', 'Eric.B.Jr']","['1Fe6FA7A57suR2KAaERpqH', '5iiCEORKky6Ecc38uEUXX0']",21/08/2020,80.3,0.588,10,-4.68,0,0.0641,0.184,0,0.0792,0.571,89.973,4
6Ynt8deU59F0BcJliiOY3H,ny90,18,133000,0,['Ezzy'],['1GUjxtOEHWzcLju2zUw0Pu'],20/12/2020,74.4,0.335,6,-9.487,0,0.166,0.762,0.444,0.104,0.229,87.858,4
4nlvKIIetOWGIMyhjQXgOZ,The Difference,74,139663,0,"['Flume', 'Toro y Moi']","['6nxWCVXbOlEVRexSbLsTer', '6O4EGCCb6DoIiR6B1QCQgp']",11/03/2020,56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,4
265SFiKBPvo5ojatV1egRk,The Woodchuck Song,67,154395,0,"['AronChupa', 'Little Sis Nora']","['5vCOdeiQt9LyzdI87kt5Sh', '1KYt3TMGpa1LtVi0m2A0F9']",17/07/2020,89.8,0.77,1,-4.97,0,0.302,0.0165,0.00216,0.207,0.412,126.031,4
3NHx7iwNwaQ2hUqxgRqOxF,<U+05E0><U+05D4><U+05D9><U+05D4> <U+05D1><U+05E1><U+05D3><U+05E8>,42,204750,0,['Sapir Saban'],['5Aw431uxuPIJWiPuiEpIWr'],18/05/2020,62.5,0.384,0,-9.65,1,0.0876,0.723,0,0.405,0.469,79.822,4
07lWoDFuTaMXH3Ez2fguFa,We Had A Dream - Live 2019,20,268347,0,['The Kelly Family'],['5KU4DdFlZy6aiI5u6nhywP'],03/04/2020,46.8,0.328,11,-9.328,0,0.0342,0.253,0,0.884,0.116,130.344,4
1aDCjyFTiY6EG9mbl7HMog,Casual,58,200038,0,"['Johnny Stimson', 'Jeff Bernat', 'Jesse Barrera']","['00OF0nwYaoBSO3AnPVq3vE', '2vVT4qoxWje0gVD2FiWZ4u', '51KbY36mrjHRQwvSbel74l']",22/05/2020,53,0.45,7,-10.006,1,0.168,0.393,0,0.207,0.412,67.467,4
5ucAIxeLD31zB4zIGYyBU6,Traptops,49,57259,0,['Traptop'],['7iiutLyCYpFbQw3nOCu57q'],09/12/2020,77.1,0.659,9,-10.659,0,0.0489,0.0274,0.846,0.0725,0.921,130.015,4
1FM9CNCjobC3LSNEEKuPkd,Amor de Rapariga,70,168659,0,"['Raí Saia Rodada', 'Tony Guerra']","['0NiaKn55OzJswiYevvlKfz', '1usT5Rtr5iz4gWLdkxIUhV']",26/06/2020,66.8,0.9,11,-2.183,0,0.038,0.564,1.66E-05,0.304,0.846,164.011,4
57mRYjtBCUVkMXidaUes2p,Stranger - Mixed,23,216000,0,['CRi'],['3NaMuUYTIGm6CC3YqTuTvi'],17/12/2020,57.7,0.816,9,-7.563,1,0.0326,0.00814,0.899,0.202,0.447,119.313,4
366RO7Xyf09HvGmawv0RYc,Cumplemes,34,189000,1,"[""At' Fat"", 'El Zeta', 'Dubosky', 'Italian Somali']","['455JBMYIT1lWf1Djj4rDc7', '24iSgjiesQ2bhUsHsav2uk', '6tMb6Fah1HWzlaHE9ylNGJ', '38VNGRG9Wz2FOBKAyA6HFv']",30/01/2020,57.9,0.804,5,-4.007,0,0.272,0.0407,0,0.328,0.82,93.482,4
3DMRYhTSu2pSVZ6lyMgMBy,<U+05EA><U+05DF> <U+05DC><U+05D9> <U+05DE><U+05E0><U+05D5><U+05D7><U+05D4>,39,213750,0,['Eden Meiri'],['4qXTQzszopFkaczDBQCowt'],17/09/2020,57.4,0.528,7,-8.31,0,0.03,0.757,0,0.121,0.175,127.822,5
35WzC52ftRZmANtQIqEUFu,Raise The Roof,58,192213,0,['NCT U'],['3paGCCtX1Xr4Gx53mSeZuQ'],23/11/2020,73.1,0.827,11,-5.067,1,0.0555,0.0611,0,0.143,0.517,109.973,4
4GA6tvAQtZb1ePDlQfKVOC,<U+518D><U+805A>,37,256628,0,['Eman Lam'],['3SJsybXfmMSrXcwpK56YuU'],28/08/2020,35,0.315,2,-9.716,1,0.0274,0.895,0.00018,0.129,0.107,72.087,4
018eOid2aGaPdxon7T6GsC,"Shayad (From ""Love Aaj Kal"")",68,247941,0,"['Pritam', 'Arijit Singh']","['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']",22/01/2020,48.7,0.456,8,-7.144,1,0.0319,0.789,1.79E-06,0.141,0.348,136.088,4
0LiSASDl1Os4c8JeiypsT8,Te Olvidé,64,185107,0,['Alejandro Fernández'],['6sq1yF0OZEWA4xoXVKW1L9'],17/01/2020,53.9,0.515,1,-5.997,1,0.0345,0.0433,0,0.0777,0.823,124.853,4
7AIj86wFWqm7X1TZ2hzHwS,<U+8679>,76,258733,0,['Masaki Suda'],['6n4SsAp5VjvIBg3s9QCcPX'],10/11/2020,54.8,0.6,5,-5.049,1,0.0297,0.071,0,0.192,0.296,143.961,4
30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around",80,168490,1,['$uicideboy$'],['1VPmR4DJC1PlOtd0IADAO0'],14/02/2020,79.2,0.511,2,-6.876,1,0.0409,0.124,9.04E-05,0.14,0.111,113.983,4
3D5UFWr3DjAxVJIlZ7RlXh,Zum Zum - Balken Remix,48,144000,1,"['Balken', 'ZK']","['6HSzwxpDlQc3ysjM6HcTeF', '4uvOZHqwKYuWz1ywTBN5En']",03/07/2020,76.5,0.844,1,-7.707,0,0.0406,0.477,0.0155,0.0809,0.637,125.007,4
6nVXt4m9hQiQKx6v2MSh3E,<U+05DB><U+05DC> <U+05DE><U+05D4> <U+05E9><U+05EA><U+05E8><U+05E6><U+05D4>,37,209500,0,['Shlomo Artzi'],['2W0dQPsEPd0tz7cj95gUse'],07/01/2020,48.3,0.437,2,-9.385,0,0.0449,0.853,0,0.104,0.537,79.478,4
1xfXXujIlLZAx5wpu46Nyk,Moon,73,208590,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],21/02/2020,70.3,0.646,6,-6.658,1,0.0596,0.0104,0,0.191,0.64,141.87,4
0TkZAnWFp0H8HgDoGSLRkJ,Embers,14,198904,0,"['Blue Wednesday', 'Aso']","['7185Q95lPFld0aoPqO6e0U', '45Ui3GdcxzbdJhhTtZLXO8']",20/12/2020,61.2,0.187,11,-23.287,1,0.535,0.619,0.902,0.0671,0.234,73.155,4
38oLPJMvxkUflwj1Si2Fks,<U+512A><U+3057><U+3055>,53,238600,0,['Fujii Kaze'],['6bDWAcdtVR3WHz2xtiIPUi'],17/04/2020,60.5,0.714,1,-6.835,1,0.0485,0.0845,0,0.0907,0.28,133.899,4
5by3TCFHK3YRQzxpR9PcZ0,Caribe,59,140786,1,"['VillaBanks', 'Linch', 'Brando Luis']","['3ASAxVN1hNoYfoMcIkzZWL', '0NWr9rFOUD5cFtprFySf5p', '4TPwT1hZ52JFhjpvIo7HIQ']",01/01/2020,93.2,0.419,0,-7.905,0,0.158,0.222,0,0.0798,0.49,139.962,4
01xjphWzvS5XQy2H2qSqmW,Wendy,64,121764,1,['Viko63'],['4ehP4q7oBt5xGv3Ep0O0MS'],28/07/2020,84.3,0.682,4,-9.781,1,0.111,0.0314,0.00177,0.0875,0.945,152.998,4
